物品id,名称,皮肤,类型,贵重,值,说明,,,,,,,,,,,,,,,,,,,,,,,,,,
91399,套装玉符-六芒（传世）,zzd34,825,2,100&5&93,不如虎穴，焉得虎子。#r #r#Y100%获得#R六芒#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91400,套装玉符-勾陈（传世）,zzd34,825,2,100&5&94,不如虎穴，焉得虎子。#r #r#Y100%获得#R勾陈#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91401,套装玉符-八荒（传世）,zzd34,825,2,100&5&95,不如虎穴，焉得虎子。#r #r#Y100%获得#R八荒#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91402,套装玉符-聆音（传世）,zzd34,825,2,100&5&96,不如虎穴，焉得虎子。#r #r#Y100%获得#R聆音#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91403,套装玉符-须弥（传世）,zzd34,825,2,100&5&97,不如虎穴，焉得虎子。#r #r#Y100%获得#R须弥#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91404,套装玉符-释厄（传世）,zzd34,825,2,100&5&98,不如虎穴，焉得虎子。#r #r#Y100%获得#R释厄#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91405,套装玉符-龙殇（传世）,zzd34,825,2,100&5&99,不如虎穴，焉得虎子。#r #r#Y100%获得#R龙殇#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91406,套装玉符-六合（传世）,zzd34,825,2,100&5&100,不如虎穴，焉得虎子。#r #r#Y100%获得#R六合#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91407,套装玉符-回天（传世）,zzd34,825,2,100&5&101,不如虎穴，焉得虎子。#r #r#Y100%获得#R回天#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91408,套装玉符-风摄（传世）,zzd34,825,2,100&5&102,不如虎穴，焉得虎子。#r #r#Y100%获得#R风摄#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91409,套装玉符-金鳞（传世）,zzd34,825,2,100&5&103,不如虎穴，焉得虎子。#r #r#Y100%获得#R金鳞#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91410,套装玉符-铁衣（传世）,zzd34,825,2,100&5&104,不如虎穴，焉得虎子。#r #r#Y100%获得#R铁衣#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91411,套装玉符-景行（传世）,zzd34,825,2,100&5&105,不如虎穴，焉得虎子。#r #r#Y100%获得#R铁衣#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91412,套装玉符-明光（传世）,zzd34,825,2,100&5&106,不如虎穴，焉得虎子。#r #r#Y100%获得#R铁衣#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91413,套装玉符-珈蓝（传世）,zzd34,825,2,100&5&107,不如虎穴，焉得虎子。#r #r#Y100%获得#R铁衣#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
91414,套装玉符-婆娑（传世）,zzd34,825,2,100&5&108,不如虎穴，焉得虎子。#r #r#Y100%获得#R铁衣#Y任意一个部位的#R传世#Y部件,,,,,,,,,,,,,,,,,,,,,,,,,,
92128,新手简单攻略,2410,,3,,#r #c00FFFF重要#W：看左上角感叹号提示，内有每日活动的时间提示和爆率、打造装备等攻略。#r #c00FFFF开服狂欢里有升级奖励#W。#r #c00FFFF点击宠物面板"伙"可以把宠物下放到伙伴。#r#Y创建角色后根据新人任务做完，会得到少量的金钱，等级到达51级，直接去抓小鬼。70级以后天庭，90级以后鬼王，110级以后修罗，140级以后域外。#r #c4ADEDD大部分任务和活动都会掉落仙玉卡，掉落物品待完善，如有缺失请说明。#r #G如果使用变身卡，请多使用几张，变身卡时间到，人物会停止自动任务，有时候怪物在传送点上，可能会使人物到另一张地图，自动任务失效需注意。,,,,,,,,,,,,,,,,,,,,,,,,,,
92267,仙风道骨,730,503,0,几率=100|五行技能=1843,进场时回复气血百分比最低友方单位70%气血和10%法力（第一回合除外）,,,,,,,,,,,,,,,,,,,,,,,,,,
92268,妙手仁心,730,503,0,几率=100|五行技能=1844,进场时回复法力百分比最低友方单位70%法力和10%气血（第一回合除外）,,,,,,,,,,,,,,,,,,,,,,,,,,
92269,封印,730,503,0,几率=100|五行技能=1845,物理攻击时有几率释放单体封印，持续1回合,,,,,,,,,,,,,,,,,,,,,,,,,,
92270,混乱,730,503,0,几率=100|五行技能=1846,物理攻击时有几率释放单体混乱，持续1回合,,,,,,,,,,,,,,,,,,,,,,,,,,
92271,灵逸,730,503,0,几率=100|五行技能=1847,回合开始时为主人回复20怨气,,,,,,,,,,,,,,,,,,,,,,,,,,
92272,反哺之私,730,503,0,几率=100|五行技能=1863,物理攻击时有几率将物理伤害的15%转化为主人的法力,,,,,,,,,,,,,,,,,,,,,,,,,,
92273,慈乌反哺,730,503,0,几率=100|五行技能=1861,物理攻击时有几率将物理伤害的15%转化为主人的生命,,,,,,,,,,,,,,,,,,,,,,,,,,
92274,金刚不坏,730,503,0,几率=100|五行技能=1855,被物理攻击时，有一定几率免疫致命伤害。（被动）,,,,,,,,,,,,,,,,,,,,,,,,,,
92275,强心术,730,503,0,几率=100|五行技能=1853,回合开始时有几率摆脱遗忘状态,,,,,,,,,,,,,,,,,,,,,,,,,,
92276,脱困术,730,503,0,几率=100|五行技能=1851,回合开始时有几率摆脱封印状态,,,,,,,,,,,,,,,,,,,,,,,,,,
92277,清明术,730,503,0,几率=100|五行技能=1849,回合开始时有几率摆脱混乱状态,,,,,,,,,,,,,,,,,,,,,,,,,,
92313,稀有六脉化神丸,226,921,2,7,[制药业产品]#r【功效】在战斗结束后自动补充人物气血值。药品持续7天消失。#r【备注】战斗外使用#r【备注】可叠加,,,,,,,,,,,,,,,,,,,,,,,,,,
92314,稀有玉枢返虚丸,227,922,2,7,[制药业产品]#r【功效】在战斗结束后自动补充人物法力值。药品持续7天消失。#r【备注】战斗外使用#r【备注】可叠加,,,,,,,,,,,,,,,,,,,,,,,,,,
92315,十级宝石,770,751,2,等级=8,取日月之精华，淬炼而成之神石#r #r#Y使用后，随机获得1块10级宝石。,,,,,,,,,,,,,,,,,,,,,,,,,,
92322,天诛残卷*20,juan3,60002,2,物品=92311$20,#R上古留下来的残上卷#r据说集齐一定的数量通过神兽大将召唤出上古稀兽#r#Y重量：20,,,,,,,,,,,,,,,,,,,,,,,,,,
92323,天诛锁扣*20,juan14,60002,2,物品=92312$20,#R上古留下来的残下卷#r据说集齐一定的数量通过神兽大将召唤出上古稀兽#r#Y重量：20,,,,,,,,,,,,,,,,,,,,,,,,,,
92324,天诛残卷*100,juan3,60002,2,物品=92311$100,#R上古留下来的残上卷#r据说集齐一定的数量通过神兽大将召唤出上古稀兽#r#Y重量：100,,,,,,,,,,,,,,,,,,,,,,,,,,
92325,天诛锁扣*100,juan14,60002,2,物品=92312$100,#R上古留下来的残下卷#r据说集齐一定的数量通过神兽大将召唤出上古稀兽#r#Y重量：100,,,,,,,,,,,,,,,,,,,,,,,,,,
92341,十级宝石,770,751,2,等级=10,取日月之精华，淬炼而成之神石#r #r#Y使用后，随机获得1块10级宝石。,,,,,,,,,,,,,,,,,,,,,,,,,,
92342,十级宝石,770,751,3,等级=10,取日月之精华，淬炼而成之神石#r #r#Y兑换后，随机获得1块10级宝石。,,,,,,,,,,,,,,,,,,,,,,,,,,
92343,莫邪宝刽,1605,7503,2,等级=6,伙伴6级装备,,,,,,,,,,,,,,,,,,,,,,,,,,
92344,羊角盔,3105,7505,2,等级=6,伙伴6级装备,,,,,,,,,,,,,,,,,,,,,,,,,,
92345,避水甲,3305,7504,2,等级=6,伙伴6级装备,,,,,,,,,,,,,,,,,,,,,,,,,,
92346,荧光坠子,4005,7506,2,等级=6,伙伴6级装备,,,,,,,,,,,,,,,,,,,,,,,,,,
92347,神靴,5005,7507,2,等级=6,伙伴6级装备,,,,,,,,,,,,,,,,,,,,,,,,,,
92348,金缕羽衣,3405,7508,2,等级=6,伙伴6级装备,,,,,,,,,,,,,,,,,,,,,,,,,,
92349,珍珠头带,3205,7509,2,等级=6,伙伴6级装备,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92355,乾元聚灵丹,430,28955,2,契合度=1000,右键直接使用增加灵宝1000契合度#r#R灵宝契合上限200万。,,,,,,,,,,,,,,,,,,,,,,,,,,
92356,灵宝技能书,957,190,2,灵宝技能=六道灭灵,可以让灵宝学习一个技能,,,,,,,,,,,,,,,,,,,,,,,,,,
92357,超级乾元聚灵丹,430,28955,2,契合度=10000,右键直接使用增加灵宝10000契合度#r#R灵宝契合上限200万。,,,,,,,,,,,,,,,,,,,,,,,,,,
92361,超级悔梦石,238a,915,2,,能够改变仙器的属性，据说该灵石只有在崔无眠手里才能发挥作用。#r#R类型#c00FFFF不变，属性随机！#r#c00FFFF快捷操作-仙器打造-选择#R洗练仙器,,,,,,,,,,,,,,,,,,,,,,,,,,
92381,超级龙之骨,918,918,0,,召唤兽点化后使用，随机增加召唤兽初值6点，0.01成长！,,,,,,,,,,,,,,,,,,,,,,,,,,
92383,高级聚魄丹,733a,10086,2,几率=25,"灵兽仙不传之秘。将召唤兽精魄提炼,凝结封印,即成此丹。#r #r#Y使用后有几率打开技能7-9的封印。",,,,,,,,,,,,,,,,,,,,,,,,,,
92384,神·流火披风,2277,930,2,等级=7|性别要求=1|等级要求=1转100|敏捷要求=400|敏捷=80|附加气血=1200|敏捷=22|敏捷=22|培养=0/999|神类属性= |神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|标签=1|值=1,七月流火，九月授衣。,,,,,,,,,,,,,,,,,,,,,,,,,,
92385,神·琅邪梦断,2257,927,2,等级=7|性别要求=1|等级要求=1转100|敏捷要求=400|敏捷=80|附加气血=1200|敏捷=22|敏捷=22|培养=0/999|神类属性= |神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|标签=1|值=1,梦到琅琊台上，依然湖海沈雄。,,,,,,,,,,,,,,,,,,,,,,,,,,
92386,神·祥云流带,2247,929,2,等级=7|等级要求=1转100|敏捷要求=400|敏捷=80|附加气血=1200|敏捷=22|敏捷=22|培养=0/999|神类属性= |神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|标签=1|值=1,玉轮碾平芳草，半面恼红妆。,,,,,,,,,,,,,,,,,,,,,,,,,,
92387,神·伽蓝碎雨,2237,931,2,等级=7|等级要求=1转100|敏捷要求=10|附加气血=2600|抗混乱=45|敏捷=35|敏捷=35|培养=0/999|神类属性= |神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|标签=1|值=1,人中出烦恼，山下即伽蓝。,,,,,,,,,,,,,,,,,,,,,,,,,,
92388,神·半面妆,2267,927,2,等级=7|性别要求=0|等级要求=1转100|敏捷要求=400|敏捷=80|附加气血=1200|敏捷=22|敏捷=22|培养=0/999|神类属性= |神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|标签=1|值=1,显焕明霞，万丈祥云高布，望仙官衣带，曳曳临香砌。,,,,,,,,,,,,,,,,,,,,,,,,,,
92389,神·翠玉扳指,7,928,2,等级=7|装备部位=10|敏捷要求=600|敏捷=70|附加气血=1200|力量=16|灵性=16|培养=0/1999|神类属性= |神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|标签=1|值=1,"玛瑙一泓浮翠玉,瓠犀终日凛天风。",,,,,,,,,,,,,,,,,,,,,,,,,,
92390,神·红萼斗篷,2287,930,2,等级=7|性别要求=0|等级要求=1转100|敏捷要求=400|敏捷=80|附加气血=1200|敏捷=22|敏捷=22|培养=0/999|神类属性= |神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|标签=1|值=1,绿树阴阴晴昼午，过了残春，红萼谁为主？,,,,,,,,,,,,,,,,,,,,,,,,,,
92391,超级伐骨洗髓丹,809,919,2,,神奇的丹药，#r #r#Y可洗除召唤兽所服用的超级龙骨效果！,,,,,,,,,,,,,,,,,,,,,,,,,,
92407,神·翠玉扳指,7,928,2,等级=7|装备部位=11|敏捷要求=600|敏捷=70|附加气血=1200|力量=16|灵性=16|培养=0/1999|神类属性= |神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|神类属性:=未开封|标签=1|值=1,"玛瑙一泓浮翠玉,瓠犀终日凛天风。",,,,,,,,,,,,,,,,,,,,,,,,,,
92408,神饰解封石,dj383,932,2,,能够改变神饰的封印属性。,,,,,,,,,,,,,,,,,,,,,,,,,,
92421,200绑玉卡,236,936,3,绑玉=200,#Y可用于在黑心商人处购买物品#r日常活动也会掉落绑玉哦,,,,,,,,,,,,,,,,,,,,,,,,,,
92422,200绑玉卡,236,936,3,绑玉=200,#Y可用于在黑心商人处购买物品#r日常活动也会掉落绑玉哦,,,,,,,,,,,,,,,,,,,,,,,,,,
92423,500绑玉卡,236,936,3,绑玉=500,#Y可用于在黑心商人处购买物品#r日常活动也会掉落绑玉哦,,,,,,,,,,,,,,,,,,,,,,,,,,
92424,1000绑玉卡,236,936,3,绑玉=1000,#Y可用于在黑心商人处购买物品#r日常活动也会掉落绑玉哦,,,,,,,,,,,,,,,,,,,,,,,,,,
92428,办焰石·1级（未用）,746,937,2,等级=1|致命率=1.5,"赤血染黄右,焰火永不熄。#r高级炼妖石",,,,,,,,,,,,,,,,,,,,,,,,,,
92429,芙蓉石·1级（未用）,749,937,2,等级=1|连击率=1.5,"赤血染黄右,焰火永不熄。#r高级炼妖石",,,,,,,,,,,,,,,,,,,,,,,,,,
92430,寒山石·1级（未用）,752,937,2,等级=1|抗灵宝伤害=1000,"赤血染黄右,焰火永不熄。#r高级炼妖石",,,,,,,,,,,,,,,,,,,,,,,,,,
92431,孔雀石·1级（未用）,755,937,2,等级=1|狂暴率=1.5,"赤血染黄右,焰火永不熄。#r高级炼妖石",,,,,,,,,,,,,,,,,,,,,,,,,,
92432,玻璃石·1级（未用）,758,937,2,等级=1|仙法连击率=0.1,"赤血染黄右,焰火永不熄。#r高级炼妖石",,,,,,,,,,,,,,,,,,,,,,,,,,
92433,落星石·1级（未用）,761,937,2,等级=1|抗物理上限=1.5,"赤血染黄右,焰火永不熄。#r高级炼妖石",,,,,,,,,,,,,,,,,,,,,,,,,,
92434,沐阳石·1级（未用）,764,937,2,等级=1|抗封印上限=1.5,"赤血染黄右,焰火永不熄。#r高级炼妖石",,,,,,,,,,,,,,,,,,,,,,,,,,
92435,紫烟石·1级（未用）,767,937,2,等级=1|抗遗忘上限=1.5,"赤血染黄右,焰火永不熄。#r高级炼妖石",,,,,,,,,,,,,,,,,,,,,,,,,,
92436,奇异石·1级（未用）,770,937,2,等级=1|抗混乱上限=1.5,"赤血染黄右,焰火永不熄。#r高级炼妖石",,,,,,,,,,,,,,,,,,,,,,,,,,
92457,悟法丹,70025,9002,2,,可以提升法门技能熟练度,,,,,,,,,,,,,,,,,,,,,,,,,,
92459,法天相地,Jan-68,939,2,几率=100|五行技能=1246,"增加附法内丹伤害,有一定几率出现法术狂暴效果!",,,,,,,,,,,,,,,,,,,,,,,,,,
92460,不动明王,Jan-68,939,2,几率=100|五行技能=1247,"增加内丹反震效果,血量低于30%有一定几率护盾加身!免疫仙法鬼火伤害! ",,,,,,,,,,,,,,,,,,,,,,,,,,
92461,大威天龙,Jan-68,939,2,几率=100|五行技能=1248,"增加30%的攻击力,被攻击方血量低于30%有几率一击毙命!",,,,,,,,,,,,,,,,,,,,,,,,,,
92462,妙手空空,Jan-68,939,2,几率=100|五行技能=1249,回合开始时有几率偷取对方第一个出手的技能为己方所用!且自己进入隐身状态2个回合!,,,,,,,,,,,,,,,,,,,,,,,,,,
92463,偷梁换柱,Jan-68,939,2,几率=100|五行技能=1250,"牺牲自己的行动3个回合(不能使用药品,不能攻击,不能使用法术), 把己方随机3个单位所受的伤害转嫁到对方身上!",,,,,,,,,,,,,,,,,,,,,,,,,,
92464,遮天蔽日,Jan-68,939,2,几率=100|五行技能=1251,"释放一个强力的隐身技能!清除所有的负面状态,是己方所有成员进入不能被选定状态!",,,,,,,,,,,,,,,,,,,,,,,,,,
92465,大闹天宫,Jan-68,939,2,几率=100|五行技能=1252,物理攻击敌方5个目标;,,,,,,,,,,,,,,,,,,,,,,,,,,
92466,大日如来神掌,Jan-68,939,2,几率=100|五行技能=1253,物理攻击一个目标时有几率放对敌方的MP造成一定比例的消耗  ;,,,,,,,,,,,,,,,,,,,,,,,,,,
92467,万剑归宗,Jan-68,939,2,几率=100|五行技能=1254,法术 攻击敌方5个目标;,,,,,,,,,,,,,,,,,,,,,,,,,,
92468,一刀流,Jan-68,939,2,几率=100|五行技能=1261,法术 攻击敌方5个目标;,,,,,,,,,,,,,,,,,,,,,,,,,,
92469,万佛朝宗,Jan-68,939,2,几率=100|五行技能=1260,法术 攻击敌方5个目标;,,,,,,,,,,,,,,,,,,,,,,,,,,
92470,泰山压顶,Jan-68,939,2,几率=100|五行技能=1262,,,,,,,,,,,,,,,,,,,,,,,,,,,
92471,金身不灭,Jan-68,939,2,几率=100|五行技能=1263,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92480,2000绑玉卡,236,936,3,绑玉=2000,#Y可用于在黑心商人处购买物品#r日常活动也会掉落绑玉哦,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92667,仙器重铸石,zxczs,923,2,,能够改变仙器武器的造型种类，据说该灵石只有在崔无眠手里才能发挥作用。#r #r#Y#R改变属性，#Y改变造型！#r #rY崔无眠-选择#R重铸造型,,,,,,,,,,,,,,,,,,,,,,,,,,
92668,双倍经验药水,dj329,924,2,,"使用后延续双倍经验时间#r #r#Y使用后可以叠加,挂机升级神器",,,,,,,,,,,,,,,,,,,,,,,,,,
92669,混元丹,213,2115,3,,包容天地万象的神石，能点化早幻色丹本真#r #r#Y将其已分配属性点全部恢复为可重新自由分配。,,,,,,,,,,,,,,,,,,,,,,,,,,
99001,蓝水晶,xplansj,8004,2,描述=【功能】:用于强化天罡星盘。,天罡星盘之上耀眼光芒的水晶，卦象激活后可镶嵌于1-5格，镶嵌时有几率成功。,,,,,,,,,,,,,,,,,,,,,,,,,,
99002,绿水晶,xplvsj,8004,2,描述=【功能】:用于强化天罡星盘。,天罡星盘之上耀眼光芒的水晶，卦象激活后可镶嵌于6-10格，镶嵌时有几率成功。,,,,,,,,,,,,,,,,,,,,,,,,,,
99003,黄水晶,xphsj,8004,2,描述=【功能】:用于强化天罡星盘。,天罡星盘之上耀眼光芒的水晶，卦象激活后可镶嵌于11-15格，镶嵌时有几率成功。,,,,,,,,,,,,,,,,,,,,,,,,,,
99004,未鉴定的星魂,xpwjd,118,2,掉落=9602,右键使用，随机获得1-6级星魂。,,,,,,,,,,,,,,,,,,,,,,,,,,
99100,燃石,99100,1103,0,燃灵值=2000,补充飞行器的燃灵值。#r#Y每个燃石增加飞行器500点燃灵值，每场战斗消耗10点燃灵值#r #r#Y获得途径：杂货店购买。,,,,,,,,,,,,,,,,,,,,,,,,,,
99101,千年寒石,99101,1101,1,经验=2000,使用后可增加飞行器的经验,,,,,,,,,,,,,,,,,,,,,,,,,,
99102,灵兔绒,99102,1102,1,,集齐对应数量的灵兔绒，可使飞行器升阶#r #r#Y一个灵兔绒可升一级飞行器#r #r#Y获得途径：商城购买,,,,,,,,,,,,,,,,,,,,,,,,,,
99103,御灵珠,99103,1104,3,,飞行器特技重洗道具,,,,,,,,,,,,,,,,,,,,,,,,,,
99104,天命宝图,99104,1105,3,1105,我命由我不由天，天若灭我我挖图！,,,,,,,,,,,,,,,,,,,,,,,,,,
99105,飞行器碎片,99105,556,3,,飞行器碎片集齐一定数量可以合成飞行器,,,,,,,,,,,,,,,,,,,,,,,,,,
99956,红宝石锦盒,959,60002,2,物品=88888$3&88889$3&88890$3&88891$3&88892$3,1级红宝石:3颗#r2级红宝石:3颗#r3级红宝石:3颗#r4级红宝石:3颗#r5级红宝石:3颗,,,,,,,,,,,,,,,,,,,,,,,,,,
99957,绿宝石锦盒,959,60002,2,物品=88893$3&88894$3&88895$3&88896$3&88897$3,1级绿宝石:3颗#r2级绿宝石:3颗#r3级绿宝石:3颗#r4级绿宝石:3颗#r5级绿宝石:3颗,,,,,,,,,,,,,,,,,,,,,,,,,,
99958,橙宝石锦盒,959,60002,2,物品=88898$3&88899$3&88900$3&88901$3&88902$3,1级橙宝石:3颗#r2级橙宝石:3颗#r3级橙宝石:3颗#r4级橙宝石:3颗#r5级橙宝石:3颗,,,,,,,,,,,,,,,,,,,,,,,,,,
99959,紫宝石锦盒,959,60002,2,物品=88903$3&88904$3&88905$3&88906$3&88907$3,1级紫宝石:3颗#r2级紫宝石:3颗#r3级紫宝石:3颗#r4级紫宝石:3颗#r5级紫宝石:3颗,,,,,,,,,,,,,,,,,,,,,,,,,,
99960,蓝宝石锦盒,959,60002,2,物品=88908$3&88909$3&88910$3&88911$3&88912$3,1级蓝宝石:3颗#r2级蓝宝石:3颗#r3级蓝宝石:3颗#r4级蓝宝石:3颗#r5级蓝宝石:3颗,,,,,,,,,,,,,,,,,,,,,,,,,,
99961,镶嵌一套,959,60002,2,物品=88888$3&88889$3&88890$3&88891$3&88892$3&88893$3&88894$3&88895$3&88896$3&88897$3&88898$3&88899$3&88900$3&88901$3&88902$3&88903$3&88904$3&88905$3&88906$3&88907$3&88908$3&88907$3&88910$3&88911$3&88912$3,孤品宝石锦盒可获得全套装备所需宝石。,,,,,,,,,,,,,,,,,,,,,,,,,,
100180,香叶扇,fly-4,2235,3,香叶扇=10000000=1,一阶飞行器卡#r #r#Y使用后可召唤出对应飞行器。,,,,,,,,,,,,,,,,,,,,,,,,,,
100181,富贵锦,fly-1,2235,3,富贵锦=10000005=2,一阶飞行器卡#r #r#Y使用后可召唤出对应飞行器。,,,,,,,,,,,,,,,,,,,,,,,,,,
100182,奔云燕,fly-2,2235,3,奔云燕=10000010=3,一阶飞行器卡#r #r#Y使用后可召唤出对应飞行器。,,,,,,,,,,,,,,,,,,,,,,,,,,
100183,净心荷,fly-3,2235,3,净心荷=10000017=4,一阶飞行器卡#r #r#Y使用后可召唤出对应飞行器。,,,,,,,,,,,,,,,,,,,,,,,,,,
100184,轻鸿羽,fly-5,2235,3,轻鸿羽=10000020=5,一阶飞行器卡#r #r#Y使用后可召唤出对应飞行器。,,,,,,,,,,,,,,,,,,,,,,,,,,
100185,筋斗云,fly-6,2235,3,筋斗云=10000025=6,一阶飞行器卡#r #r#Y使用后可召唤出对应飞行器。,,,,,,,,,,,,,,,,,,,,,,,,,,
700001,五蕴皆空,16,503,0,几率=100|五行技能=1876,全方位克技能：享受无属性和克属性的效果,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924060,称号大礼包,sclb,60002,3,物品=92399$1&92400$1&92401$1&92402$1&92403$1&92404$1&92405$1,,,,,,,,,,,,,,,,,,,,,,,,,,,
924810,水陆大会·战神,sclb,118,3,掉落=8120,称号,,,,,,,,,,,,,,,,,,,,,,,,,,
924812,水陆大会·战将,sclb,118,3,掉落=8121,称号,,,,,,,,,,,,,,,,,,,,,,,,,,
924813,水陆大会·勇士,sclb,118,3,掉落=8122,称号,,,,,,,,,,,,,,,,,,,,,,,,,,
924814,八方雷动·傲视群雄,sclb,118,3,掉落=8081,称号,,,,,,,,,,,,,,,,,,,,,,,,,,
924815,纵横三界·王者风云,sclb,118,3,掉落=8082,称号,,,,,,,,,,,,,,,,,,,,,,,,,,
924816,君临天下·武道至尊,sclb,118,3,掉落=8083,称号,,,,,,,,,,,,,,,,,,,,,,,,,,
